,Clean Ingredients
2475,"['olive oil', 'garlic clove', 'smoked paprika', 'onion', 'ground cumin', 'light brown sugar', 'baking potato', 'passata', 'turkey', 'spring onion', 'cider vinegar']"
2476,"['garlic clove', 'olive oil', 'spinach', 'mushroom', 'cheese', 'thyme leaf', 'parmesan', 'lasagne']"
2477,"['olive oil', 'plum tomato', 'garlic clove', 'mozzarella', 'parmesan', 'dried yeast', 'white flour', 'semolina', 'water', 'tomato', 'basil leaf', 'salt']"
2478,"['icing sugar', 'caster sugar', 'egg white']"
2479,"['unsalted butter', 'egg', 'garlic clove', 'pecorino cheese', 'spaghetti', 'ground black pepper', 'parmesan', 'pancetta']"
2480,"['egg', 'onion', 'vegetable stock', 'milk', 'plain flour', 'streaky bacon', 'vegetable oil', 'mustard', 'pork sausage', 'worcestershire sauce']"
2481,"['flour', 'strawberry jam', 'buttermilk', 'milk', 'caster sugar', 'salt', 'salted butter']"
2482,"['white chocolate', 'milk chocolate']"
2483,"['egg', 'butter', 'dark chocolate', 'sugar', 'chocolate', 'milk chocolate chip', 'cocoa powder', 'flour']"
2484,"['chocolate', 'milk', 'cream', 'cocoa powder', 'marshmallow']"
2485,"['gelatine', 'butter', 'dark chocolate', 'golden syrup', 'cheese', 'dried apricot', 'double cream', 'chocolate', 'popcorn', 'dried fruit', 'caster sugar', 'mixed nut', 'marshmallow', 'biscuit']"
2486,"['egg', 'butter', 'baking powder', 'white chocolate', 'light brown sugar', 'plain flour', 'malted milk']"
2487,"['egg', 'icing sugar', 'butter', 'cocoa', 'white chocolate', 'milk chocolate', 'caster sugar', 'flour']"
2488,"['unsalted butter', 'egg', 'icing sugar', 'food colouring', 'orange', 'baking powder', 'sugar', 'milk', 'vegetable oil', 'fondant', 'cocoa powder', 'marshmallow', 'flour']"
2489,"['unsalted butter', 'tea', 'dark chocolate', 'golden syrup', 'chocolate', 'cocoa powder', 'marshmallow', 'dried cranberry']"
2490,"['cauliflower', 'olive oil', 'mint', 'chickpea', 'yogurt', 'lamb', 'lemon', 'cumin seed', 'spring onion', 'harissa']"
2491,"['cherry tomato', 'garlic clove', 'anchovy', 'pink peppercorn', 'olive oil', 'onion', 'mint', 'white wine', 'brown sugar', 'lemon', 'coriander', 'shallot', 'thyme', 'mint leaf', 'lamb shoulder', 'cumin seed', 'rosemary leaf']"
2492,"['garlic clove', 'olive oil', 'frozen pea', 'mint', 'carrot', 'onion', 'lemon', 'rosemary', 'broad bean', 'parsley', 'leg of lamb']"
2493,"['garlic clove', 'olive oil', 'onion', 'red onion', 'flatbread', 'ground cumin', 'lamb', 'pomegranate molasses', 'lemon', 'parsley leaf', 'pomegranate', 'watercress']"
2494,"['ground coriander', 'olive oil', 'mint', 'harissa paste', 'turmeric', 'carrot', 'red onion', 'vegetable stock', 'lamb', 'couscous', 'lemon', 'allspice', 'greek yogurt', 'parsley', 'almond', 'paprika', 'cumin']"
2495,"['cherry tomato', 'garlic clove', 'olive oil', 'lamb chop', 'balsamic vinegar', 'rosemary', 'potato']"
2496,"['garlic clove', 'olive oil', 'red onion', 'white wine', 'lamb', 'lemon', 'rosemary', 'anchovy fillet', 'caper']"
2497,"['garlic clove', 'butter', 'onion', 'thyme', 'rosemary', 'chicken stock', 'potato', 'leg of lamb']"
2498,"['white wine vinegar', 'olive oil', 'garlic clove', 'butter', 'egg yolk', 'sage leaf', 'lamb', 'grated lemon zest', 'pancetta', 'rosemary', 'banana', 'parsley', 'breadcrumb']"
2499,"['egg yolk', 'double cream', 'watercress', 'cider vinegar', 'sea salt', 'tarragon', 'carrot', 'banana', 'potato', 'white wine vinegar', 'olive oil', 'garlic clove', 'beef sirloin', 'garlic', 'black peppercorn', 'whole milk', 'unsalted butter', 'dijon mustard', 'caster sugar']"
2500,"['broccoli', 'parsley', 'sundried tomato', 'leek', 'pistachio', 'parmesan', 'cooked quinoa', 'plain flour', 'celery', 'chive', 'olive oil', 'lemon', 'coriander', 'dill', 'frond', 'mascarpone', 'egg', 'cannellini bean', 'breadcrumb', 'harissa']"
2501,"['butter', 'lardons', 'smoked bacon', 'chicken stock', 'white onion', 'potato']"
2502,"['garlic clove', 'dry sherry', 'butter', 'white wine', 'double cream', 'lettuce', 'porcini mushroom', 'thyme', 'lemon peel', 'banana', 'cayenne pepper']"
2503,"['red wine', 'butter', 'thyme leaf', 'horseradish sauce', 'beef stock', 'banana', 'beef', 'parsley', 'cornflour', 'prosciutto']"
2504,"['pork belly', 'walnut', 'apple', 'onion', 'vegetable', 'sunflower oil', 'sausage', 'plain flour', 'honey', 'cider', 'chicken stock', 'mace', 'breadcrumb', 'potato', 'fennel seed']"
2505,"['pork belly', 'olive oil', 'onion', 'sage leaf', 'dried apricot', 'honey', 'thyme', 'parsley', 'breadcrumb', 'sea salt']"
2506,"['duck breast', 'butter', 'carrot', 'white wine', 'chestnut', 'porcini mushroom', 'plain flour', 'lemon', 'thyme', 'shallot', 'chicken stock', 'pork sausage', 'parsley', 'breadcrumb', 'chicken']"
2507,"['olive oil', 'butter', 'carrot', 'red onion', 'white wine', 'sage', 'lemon thyme', 'lemon', 'rosemary', 'garlic', 'new potato', 'bay leaf', 'chicken']"
2508,"['garlic clove', 'butter', 'onion', 'carrot', 'plain flour', 'thyme', 'rosemary', 'beef stock', 'green bean', 'lamb shoulder', 'worcestershire sauce', 'potato', 'leg of lamb']"
2509,"['gelatine', 'food colouring', 'shortbread', 'dark chocolate', 'double cream', 'milk', 'caster sugar']"
2510,"['egg', 'icing sugar', 'butter', 'cocoa', 'white chocolate', 'bicarbonate of soda', 'buttermilk', 'plain flour', 'plain chocolate', 'caster sugar']"
2511,"['dark chocolate', 'double cream', 'milk chocolate', 'cocoa powder', 'vanilla extract', 'caramel']"
2512,"['egg', 'butter', 'cheese', 'cocoa', 'chocolate', 'plain flour', 'cream', 'plain chocolate', 'caster sugar', 'melted butter', 'vanilla extract']"
2513,"['double cream', 'icing sugar', 'peppermint', 'milk chocolate']"
2514,"['gelatine', 'food colouring', 'icing sugar', 'egg white', 'coconut', 'granulated sugar', 'vanilla extract']"
2515,"['egg', 'butter', 'passion fruit', 'caster sugar', 'cornflour']"
2516,"['ciabatta', 'dark chocolate', 'extra virgin olive oil', 'double cream', 'sea salt']"
2517,"['prawn', 'garlic clove', 'olive oil', 'white wine', 'lemon', 'chive']"
2518,"['onion', 'red chilli', 'mango', 'butternut squash', 'turmeric', 'coconut milk', 'lime', 'ground cumin', 'king prawn', 'ground coriander', 'garlic clove', 'baby spinach', 'coriander', 'ginger', 'vegetable stock', 'soy sauce', 'lemongrass', 'wild rice', 'sweetcorn', 'rapeseed oil']"
2519,"['salt', 'pumpkin seed', 'fivespice powder', 'egg white']"
2520,"['cheddar', 'egg', 'ham', 'cheese', 'plain flour', 'mustard', 'bread mix', 'cooked chicken', 'spring onion']"
2521,"['raisin', 'dried apricot', 'date', 'agave syrup', 'hazelnut', 'oat']"
2522,"['olive oil', 'flour tortilla', 'red chilli', 'lime', 'cream', 'sweetcorn', 'turkey breast', 'spice mix']"
2523,"['cheddar', 'roasted pepper', 'ham', 'tortilla wrap']"
2524,"['pastry', 'parmesan', 'flour', 'puff pastry']"
2525,"['unsalted butter', 'walnut', 'orange', 'golden syrup', 'caster sugar', 'oat', 'orange marmalade']"
2526,"['cheddar', 'puff pastry', 'sweetcorn', 'tuna', 'chive']"
2527,"['olive oil', 'cucumber', 'orange', 'carrot', 'dried apricot', 'pumpkin seed', 'basmati rice', 'long grain rice', 'red pepper']"
2528,"['mango chutney', 'red onion', 'lemon', 'coriander', 'almond', 'curry powder', 'chicken', 'greek yogurt']"
2529,"['pesto', 'egg', 'mozzarella', 'parmesan', 'sweetcorn', 'basil leaf', 'passata', 'roasted red pepper', 'bread mix', 'salad']"
2530,"['olive oil', 'tarragon', 'asparagus spear', 'lemon', 'chicken thigh', 'rosemary', 'shallot', 'pea']"
2531,"['oregano', 'olive oil', 'onion', 'couscous', 'boneless chicken thigh', 'lemon', 'chicken stock cube', 'ra el hanout', 'honey', 'parsley', 'tomato']"
2532,"['butter', 'mushroom', 'onion', 'broccoli', 'plain flour', 'chicken stock cube', 'nutmeg', 'sweetcorn', 'pea', 'cooked chicken', 'potato', 'mustard powder']"
2533,"['garlic clove', 'duck fat', 'onion', 'carrot', 'crusty bread', 'vegetable', 'sausage', 'cannellini bean', 'pork', 'rosemary', 'parsley', 'red wine vinegar', 'tomato', 'bacon', 'lard', 'breadcrumb', 'fennel seed']"
2534,"['garlic clove', 'olive oil', 'onion', 'chopped tomato', 'pork sausage', 'red pepper']"
2535,"['tomato sauce', 'sausage', 'mustard', 'butter bean', 'muscovado sugar']"
2536,"['garlic clove', 'olive oil', 'chestnut mushroom', 'leek', 'cheese', 'spaghetti', 'parmesan', 'smoked ham', 'basil']"
2537,"['pasta sauce', 'olive oil', 'egg', 'spaghetti', 'lemon', 'parsley leaf', 'pine nut', 'breadcrumb']"
2538,"['ketchup', 'white wine vinegar', 'olive oil', 'carrot', 'lemon juice', 'buttermilk', 'soy sauce', 'lemon', 'skinless chicken breast', 'rapeseed oil', 'breadcrumb', 'potato']"
2539,"['red onion', 'masala', 'sunflower oil', 'coconut milk', 'baby spinach', 'fenugreek seed', 'coriander', 'new potato', 'ginger', 'tomato', 'chicken']"
2540,"['ground coriander', 'garlic clove', 'olive oil', 'salsa', 'smoked paprika', 'chicken breast', 'red onion', 'red chilli', 'lime', 'ground cumin', 'tortilla', 'red pepper', 'salad']"
2541,"['mint', 'beetroot', 'carrot', 'red onion', 'yogurt', 'lamb', 'quinoa', 'dill', 'burger bun', 'bread']"
2542,"['garlic clove', 'olive oil', 'egg', 'onion', 'carrot', 'celery', 'passata', 'beef', 'pea', 'tomato', 'breadcrumb']"
2543,"['olive oil', 'sweet potato', 'orange', 'onion', 'lime', 'avocado', 'ground cumin', 'lean beef', 'coriander', 'red pepper', 'chilli powder', 'potato', 'garlic powder']"
2544,"['garlic clove', 'mint', 'mango chutney', 'flatbread', 'lettuce', 'yogurt', 'lamb', 'curry paste', 'ginger', 'tomato']"
2545,"['cherry tomato', 'garlic clove', 'olive oil', 'cinnamon stick', 'butter', 'onion', 'egg', 'sugar', 'lamb', 'parmesan', 'plain flour', 'milk', 'nutmeg', 'aubergine', 'bay leaf', 'dried oregano', 'artichoke heart', 'potato']"
2546,"['olive oil', 'garlic clove', 'egg', 'carrot', 'onion', 'mozzarella', 'freshly grated parmesan', 'celery', 'honey', 'streaky bacon', 'chopped tomato', 'beef', 'tomato', 'basil leaf']"
2547,"['green olive', 'extravirgin olive oil', 'lemon', 'mayonnaise', 'tuna', 'red pepper', 'cooked rice', 'parsley', 'tomato', 'spring onion', 'potato']"
2548,"['boneless chicken breast', 'garlic clove', 'olive oil', 'garlic', 'parsley', 'breadcrumb']"
2549,"['garlic clove', 'red chilli', 'sunflower oil', 'peanut butter', 'coriander', 'skinless chicken breast', 'chicken stock', 'ginger', 'greek yogurt']"
2550,"['garlic clove', 'olive oil', 'mint', 'black olive', 'vegetable', 'sugar', 'lamb', 'lemon', 'new potato', 'chopped tomato']"
2551,"['garlic clove', 'smoked paprika', 'flour tortilla', 'yellow pepper', 'avocado', 'red onion', 'lime', 'ground cumin', 'guacamole', 'cream', 'coriander', 'black bean', 'chilli powder']"
2552,"['pecan', 'chicken breast', 'parmesan', 'chicken stock', 'parsley', 'pasta', 'butternut squash', 'cream cheese']"
2553,"['broccoli', 'sesame seed', 'soy sauce', 'chicken thigh', 'honey', 'ginger paste', 'rice']"
2554,"['cherry tomato', 'egg', 'vegetable', 'salami', 'basil leaf', 'tortilla wrap']"
2555,"['icing sugar', 'mint', 'blackberry', 'lemon', 'water']"
2556,"['pineapple chunk', 'strawberry', 'green grape', 'mango', 'raspberry', 'tangerine', 'red grape', 'kiwi fruit', 'blueberry']"
2557,"['maple syrup', 'oat', 'raspberry', 'peanut butter']"
2558,"['cheddar', 'ketchup', 'egg', 'butter', 'onion', 'plain flour', 'thyme', 'mustard', 'cayenne pepper', 'nigella seed', 'gherkin', 'hot sauce', 'potato', 'mustard powder']"
2559,"['olive oil', 'pesto', 'yeast', 'basil', 'white flour', 'pine nut', 'mozzarella ball']"
2560,"['garlic clove', 'olive oil', 'cucumber', 'mint', 'medium tomato', 'quinoa', 'lemon', 'dill', 'spring onion']"
2561,"['artichoke heart', 'egg', 'mint', 'butter', 'filo', 'freshly grated parmesan', 'basil', 'watercress', 'tomato', 'spring onion', 'grated nutmeg']"
2562,"['raisin', 'olive oil', 'goat cheese', 'kale', 'extra virgin olive oil', 'lemon juice', 'sourdough bread', 'lemon', 'honey', 'pine nut', 'mint leaf']"
2563,"['egg', 'mint', 'butter', 'onion', 'ham', 'ricotta', 'plain flour', 'pea', 'mustard powder']"
2564,"['oregano', 'garlic clove', 'cucumber', 'yellow pepper', 'extra virgin olive oil', 'baby spinach', 'lemon', 'parsley', 'skinless chicken breast', 'tortilla wrap', 'red pepper', 'greek yogurt']"
2565,"['pesto', 'olive oil', 'mozzarella', 'roasted pepper', 'basil', 'bread mix']"
2566,"['carrot', 'red onion', 'white cabbage', 'red cabbage', 'lemon juice', 'extra virgin olive oil', 'dijon mustard']"
2567,"['cheddar', 'sausage', 'garlic', 'bread mix', 'flour', 'spring onion']"
2568,"['unsalted butter', 'egg', 'chocolate chip', 'yogurt', 'bicarbonate of soda', 'milk', 'caster sugar', 'flour']"
2569,"['ground coriander', 'garlic clove', 'olive oil', 'mint', 'egg', 'red onion', 'sesame seed', 'pomegranate molasses', 'aubergine', 'pine nut', 'chopped tomato', 'puff pastry']"
2570,"['chilli', 'olive oil', 'yellow pepper', 'avocado', 'cream', 'coriander', 'turkey breast', 'wholemeal', 'spring onion']"
2571,"['sherry vinegar', 'garlic clove', 'smoked paprika', 'extra virgin olive oil', 'tomato', 'breadstick', 'bread']"
2572,"['cheddar', 'lettuce leaf', 'cucumber', 'carrot', 'tomato salsa', 'hummus', 'tortilla']"
2573,"['egg', 'extra virgin olive oil', 'lettuce', 'yogurt', 'pistachio', 'lemon', 'basil', 'chicken breast fillet', 'olive', 'sundried tomato']"
2574,"['ground coriander', 'garlic clove', 'olive oil', 'cauliflower', 'mint', 'baking powder', 'chickpea', 'red onion', 'sesame seed', 'ground cumin', 'lemon', 'cayenne pepper', 'parsley', 'cold water']"
2575,"['raisin', 'egg', 'apple', 'carrot', 'yogurt', 'bicarbonate of soda', 'honey', 'rapeseed oil', 'sultana', 'mixed spice', 'flour', 'nut', 'vanilla extract']"
2576,"['garlic clove', 'beetroot', 'chickpea', 'vegetable', 'lemon', 'pine nut', 'rapeseed oil', 'tahini', 'greek yogurt']"
2577,"['chilli', 'lime', 'soy sauce', 'chicken drumstick', 'ginger']"
2578,"['olive oil', 'new potato']"
2579,"['white wine vinegar', 'olive oil', 'sweet potato', 'toasted pine nut', 'extravirgin olive oil', 'honey', 'feta cheese', 'parsley', 'spring onion']"
2580,"['cheddar', 'garlic clove', 'oyster sauce', 'beetroot', 'egg yolk', 'red onion', 'cheese', 'lettuce', 'minced beef', 'mayonnaise', 'tomato ketchup', 'parsley', 'tomato', 'bacon', 'pineapple', 'burger']"
2581,"['olive oil', 'sweet potato', 'spring onion', 'greek yogurt']"
2582,"['cherry tomato', 'orange', 'red onion', 'honey', 'aubergine', 'mustard']"
2583,"['lime', 'honey', 'thyme leaf', 'lamb']"
2584,"['white wine vinegar', 'garlic clove', 'extra virgin olive oil', 'basil', 'new potato', 'parsley', 'potato']"
2585,"['unsalted butter', 'egg', 'icing sugar', 'icing', 'plain flour', 'caster sugar', 'vanilla extract']"
2586,"['garlic clove', 'baguette', 'butter']"
2587,"['strawberry', 'yogurt', 'banana', 'dark chocolate']"
2588,"['garlic clove', 'olive oil', 'butter', 'carrot', 'soy sauce', 'lemon', 'thyme', 'chicken stock', 'chicken', 'salad']"
2589,"['ketchup', 'egg', 'red onion', 'sunflower oil', 'soy sauce', 'sausage', 'plain flour', 'milk', 'rosemary', 'beef stock', 'mustard powder']"
2590,"['chilli', 'white wine vinegar', 'garlic clove', 'cucumber', 'lime', 'coconut milk', 'soy sauce', 'peanut butter', 'mild curry powder', 'honey', 'coriander', 'skinless chicken breast', 'vegetable oil', 'cooked rice', 'caster sugar', 'ginger']"
2591,"['egg', 'olive oil', 'garlic clove', 'carrot', 'onion', 'spaghetti', 'parmesan', 'lean beef', 'celery', 'basil leaf', 'chopped tomato', 'caster sugar', 'pork sausage', 'red wine vinegar', 'tomato', 'breadcrumb', 'dried oregano', 'red pepper']"
2592,"['strong white bread flour', 'sugar', 'tomato', 'basil leaf', 'red pepper', 'cheddar', 'mozzarella', 'warm water', 'dried yeast', 'tuna', 'red wine vinegar', 'salad', 'cherry tomato', 'olive oil', 'garlic clove', 'black olive', 'salami', 'ham', 'sweetcorn', 'passata', 'dried oregano']"
2593,"['cheddar', 'ham', 'cheese', 'pepper', 'sweetcorn', 'tomato', 'bread']"
2594,"['dried herb', 'garlic clove', 'olive oil', 'smoked paprika', 'onion', 'pork', 'cider', 'new potato', 'rosemary', 'red wine vinegar', 'tomato', 'chilli powder', 'muscovado sugar']"
2595,"['egg', 'potato', 'butter', 'onion', 'chive', 'red pepper']"
2596,"['olive oil', 'leek', 'spaghetti', 'freshly grated parmesan', 'basil', 'frozen pea']"
2597,"['ground coriander', 'garlic clove', 'sweet potato', 'olive oil', 'onion', 'carrot', 'red cabbage', 'ground cumin', 'hummus', 'lemon', 'coriander', 'caster sugar', 'red wine vinegar', 'gram flour', 'wholemeal']"
2598,"['chilli', 'garlic clove', 'carrot', 'chickpea', 'white bread', 'red onion', 'ground cumin', 'feta cheese', 'parsley', 'wholemeal', 'butternut squash']"
2599,"['tomato', 'basil', 'parma ham']"
2600,"['cherry tomato', 'olive oil', 'lime', 'avocado', 'yogurt', 'red chilli', 'corn', 'salmon fillet']"
2601,"['garlic clove', 'red onion', 'boneless chicken thigh', 'chorizo', 'lemon', 'chicken stock', 'chopped tomato', 'hot smoked paprika', 'parsley', 'potato', 'sundried tomato']"
2602,"['garlic clove', 'olive oil', 'egg', 'cod fillet', 'milk', 'lemon', 'plain flour', 'black mustard seed', 'ginger', 'breadcrumb', 'curry powder', 'potato', 'salad']"
2603,"['cheddar', 'egg', 'butter', 'onion', 'double cream', 'fennel', 'plain flour', 'milk', 'lemon', 'pastry', 'asparagus', 'dill', 'salmon fillet', 'fennel seed']"
2604,"['cheddar', 'olive oil', 'garlic clove', 'red wine', 'butter', 'carrot', 'onion', 'plain flour', 'milk', 'celery', 'thyme', 'beef stock', 'beef', 'tomato', 'bay leaf', 'worcestershire sauce', 'grated nutmeg', 'potato']"
2605,"['red wine', 'egg', 'mushroom', 'sunflower oil', 'rump steak', 'plain flour', 'beef stock', 'tomato', 'cornflour', 'puff pastry']"
2606,"['mango chutney', 'butter', 'onion', 'double cream', 'yogurt', 'coriander', 'vegetable oil', 'chopped tomato', 'skinless chicken breast', 'tomato', 'chicken', 'red pepper']"
2607,"['butter', 'onion', 'boneless skinless chicken breast', 'white wine', 'spinach leaf', 'mozzarella', 'parmesan', 'plain flour', 'milk', 'smoked ham', 'lasagne', 'bay leaf']"
2608,"['egg', 'icing sugar', 'food colouring', 'apricot jam', 'lemon curd', 'plain flour', 'caster sugar', 'salted butter', 'vanilla bean paste']"
2609,"['ground cinnamon', 'dark chocolate', 'chocolate', 'custard', 'hazelnut']"
2610,"['raisin', 'egg', 'milk', 'banana', 'wholemeal', 'flour']"
2611,"['unsalted butter', 'egg', 'plain flour', 'caster sugar', 'vanilla extract']"
2612,"['mixed dried fruit', 'egg', 'icing sugar', 'orange', 'butter', 'orange juice', 'milk', 'marzipan', 'caster sugar', 'mixed spice', 'flour', 'grated nutmeg']"
2613,"['unsalted butter', 'egg', 'icing sugar', 'sugar', 'plain flour', 'sprinkle', 'caster sugar', 'vanilla extract']"
2614,"['cherry tomato', 'garlic clove', 'black olive', 'mozzarella', 'warm water', 'wholewheat flour', 'dried yeast', 'white flour', 'passata', 'rapeseed oil', 'basil leaf']"
2615,"['egg', 'butter', 'icing', 'bicarbonate of soda', 'peanut butter', 'plain flour', 'milk chocolate', 'caster sugar', 'vanilla extract']"
2616,"['raisin', 'grape juice', 'cherry', 'lychee', 'cranberry juice', 'water', 'blueberry']"
2617,"['white chocolate', 'apple', 'puffed rice', 'lemon']"
2618,"['raisin', 'pear juice', 'lime', 'lemonade', 'cherry', 'lychee']"
